,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Year,Month
19059,CT6,NO2,2016-08-09,124.3,ug m-3,R,2016,8
19060,CT6,NO2,2016-09-09,107.1,ug m-3,R,2016,9
19061,CT6,NO2,2016-10-09,75.9,ug m-3,R,2016,10
19062,CT6,NO2,2016-11-09,86.3,ug m-3,R,2016,11
19063,CT6,NO2,2016-12-09,112.6,ug m-3,R,2016,12
19064,CT6,NO2,2016-09-13,170.8,ug m-3,R,2016,9
19065,CT6,NO2,2016-09-14,149.10001,ug m-3,R,2016,9
19066,CT6,NO2,2016-09-15,141.89999,ug m-3,R,2016,9
19067,CT6,NO2,2016-09-16,70.8,ug m-3,R,2016,9
19068,CT6,NO2,2016-09-17,40.6,ug m-3,R,2016,9
19069,CT6,NO2,2016-09-18,67.1,ug m-3,R,2016,9
19070,CT6,NO2,2016-09-19,101.4,ug m-3,R,2016,9
19071,CT6,NO2,2016-09-20,83.3,ug m-3,R,2016,9
19072,CT6,NO2,2016-09-21,156.8,ug m-3,R,2016,9
19073,CT6,NO2,2016-09-22,105.5,ug m-3,R,2016,9
19074,CT6,NO2,2016-09-23,131.39999,ug m-3,R,2016,9
19075,CT6,NO2,2016-09-24,106.6,ug m-3,R,2016,9
19076,CT6,NO2,2016-09-25,72.6,ug m-3,R,2016,9
19077,CT6,NO2,2016-09-26,124.1,ug m-3,R,2016,9
19078,CT6,NO2,2016-09-27,114.1,ug m-3,R,2016,9
19079,CT6,NO2,2016-09-28,86.0,ug m-3,R,2016,9
19080,CT6,NO2,2016-09-29,71.7,ug m-3,R,2016,9
19081,CT6,NO2,2016-09-30,96.0,ug m-3,R,2016,9
19082,CT6,NO2,2016-01-10,86.3,ug m-3,R,2016,1
19083,CT6,NO2,2016-02-10,52.0,ug m-3,R,2016,2
19084,CT6,NO2,2016-03-10,,ug m-3,R,2016,3
19085,CT6,NO2,2016-04-10,,ug m-3,R,2016,4
19086,CT6,NO2,2016-05-10,,ug m-3,R,2016,5
19087,CT6,NO2,2016-06-10,,ug m-3,R,2016,6
19088,CT6,NO2,2016-07-10,,ug m-3,R,2016,7
19089,CT6,NO2,2016-08-10,51.5,ug m-3,R,2016,8
19090,CT6,NO2,2016-09-10,45.4,ug m-3,R,2016,9
19091,CT6,NO2,2016-10-10,38.4,ug m-3,R,2016,10
19092,CT6,NO2,2016-11-10,,ug m-3,R,2016,11
19093,CT6,NO2,2016-12-10,,ug m-3,R,2016,12
19094,CT6,NO2,2016-10-13,94.2,ug m-3,R,2016,10
19095,CT6,NO2,2016-10-14,104.1,ug m-3,R,2016,10
19096,CT6,NO2,2016-10-15,104.8,ug m-3,R,2016,10
19097,CT6,NO2,2016-10-16,86.5,ug m-3,R,2016,10
19098,CT6,NO2,2016-10-17,110.9,ug m-3,R,2016,10
19099,CT6,NO2,2016-10-18,80.7,ug m-3,R,2016,10
19100,CT6,NO2,2016-10-19,75.6,ug m-3,R,2016,10
19101,CT6,NO2,2016-10-20,54.8,ug m-3,R,2016,10
19102,CT6,NO2,2016-10-21,55.2,ug m-3,R,2016,10
19103,CT6,NO2,2016-10-22,70.8,ug m-3,R,2016,10
19104,CT6,NO2,2016-10-23,80.7,ug m-3,R,2016,10
19105,CT6,NO2,2016-10-24,104.2,ug m-3,R,2016,10
19106,CT6,NO2,2016-10-25,117.0,ug m-3,R,2016,10
19107,CT6,NO2,2016-10-26,99.2,ug m-3,R,2016,10
19108,CT6,NO2,2016-10-27,98.8,ug m-3,R,2016,10
19109,CT6,NO2,2016-10-28,103.4,ug m-3,R,2016,10
19110,CT6,NO2,2016-10-29,106.0,ug m-3,R,2016,10
19111,CT6,NO2,2016-10-30,98.5,ug m-3,R,2016,10
19112,CT6,NO2,2016-10-31,123.5,ug m-3,R,2016,10
19113,CT6,NO2,2016-01-11,90.4,ug m-3,R,2016,1
19114,CT6,NO2,2016-02-11,90.7,ug m-3,R,2016,2
19115,CT6,NO2,2016-03-11,135.2,ug m-3,R,2016,3
19116,CT6,NO2,2016-04-11,112.0,ug m-3,R,2016,4
19117,CT6,NO2,2016-05-11,69.5,ug m-3,R,2016,5
19118,CT6,NO2,2016-06-11,51.1,ug m-3,R,2016,6
19119,CT6,NO2,2016-07-11,58.7,ug m-3,R,2016,7
19120,CT6,NO2,2016-08-11,116.8,ug m-3,R,2016,8
19121,CT6,NO2,2016-09-11,90.5,ug m-3,R,2016,9
19122,CT6,NO2,2016-10-11,99.4,ug m-3,R,2016,10
19123,CT6,NO2,2016-11-11,109.1,ug m-3,R,2016,11
19124,CT6,NO2,2016-12-11,123.2,ug m-3,R,2016,12
19125,CT6,NO2,2016-11-13,75.5,ug m-3,R,2016,11
19126,CT6,NO2,2016-11-14,111.3,ug m-3,R,2016,11
19127,CT6,NO2,2016-11-15,87.1,ug m-3,R,2016,11
19128,CT6,NO2,2016-11-16,88.8,ug m-3,R,2016,11
19129,CT6,NO2,2016-11-17,106.9,ug m-3,R,2016,11
19130,CT6,NO2,2016-11-18,118.6,ug m-3,R,2016,11
19131,CT6,NO2,2016-11-19,94.5,ug m-3,R,2016,11
19132,CT6,NO2,2016-11-20,78.5,ug m-3,R,2016,11
19133,CT6,NO2,2016-11-21,122.5,ug m-3,R,2016,11
19134,CT6,NO2,2016-11-22,113.9,ug m-3,R,2016,11
19135,CT6,NO2,2016-11-23,88.7,ug m-3,R,2016,11
19136,CT6,NO2,2016-11-24,78.2,ug m-3,R,2016,11
19137,CT6,NO2,2016-11-25,79.2,ug m-3,R,2016,11
19138,CT6,NO2,2016-11-26,91.1,ug m-3,R,2016,11
19139,CT6,NO2,2016-11-27,79.9,ug m-3,R,2016,11
19140,CT6,NO2,2016-11-28,140.60001,ug m-3,R,2016,11
19141,CT6,NO2,2016-11-29,149.2,ug m-3,R,2016,11
19142,CT6,NO2,2016-11-30,198.7,ug m-3,R,2016,11
19143,CT6,NO2,2016-01-12,159.89999,ug m-3,R,2016,1
19144,CT6,NO2,2016-02-12,135.10001,ug m-3,R,2016,2
19145,CT6,NO2,2016-03-12,119.3,ug m-3,R,2016,3
19146,CT6,NO2,2016-04-12,119.2,ug m-3,R,2016,4
19147,CT6,NO2,2016-05-12,163.89999,ug m-3,R,2016,5
19148,CT6,NO2,2016-06-12,148.5,ug m-3,R,2016,6
19149,CT6,NO2,2016-07-12,116.8,ug m-3,R,2016,7
19150,CT6,NO2,2016-08-12,118.0,ug m-3,R,2016,8
19151,CT6,NO2,2016-09-12,96.6,ug m-3,R,2016,9
19152,CT6,NO2,2016-10-12,92.8,ug m-3,R,2016,10
19153,CT6,NO2,2016-11-12,93.2,ug m-3,R,2016,11
19154,CT6,NO2,2016-12-12,124.3,ug m-3,R,2016,12
19155,CT6,NO2,2016-12-13,133.10001,ug m-3,R,2016,12
19156,CT6,NO2,2016-12-14,126.7,ug m-3,R,2016,12
19157,CT6,NO2,2016-12-15,114.9,ug m-3,R,2016,12
19158,CT6,NO2,2016-12-16,121.6,ug m-3,R,2016,12
19159,CT6,NO2,2016-12-17,114.4,ug m-3,R,2016,12
19160,CT6,NO2,2016-12-18,100.4,ug m-3,R,2016,12
19161,CT6,NO2,2016-12-19,120.5,ug m-3,R,2016,12
19162,CT6,NO2,2016-12-20,115.1,ug m-3,R,2016,12
19163,CT6,NO2,2016-12-21,105.8,ug m-3,R,2016,12
19164,CT6,NO2,2016-12-22,113.4,ug m-3,R,2016,12
19165,CT6,NO2,2016-12-23,81.4,ug m-3,R,2016,12
19166,CT6,NO2,2016-12-24,44.1,ug m-3,R,2016,12
19167,CT6,NO2,2016-12-25,32.7,ug m-3,R,2016,12
19168,CT6,NO2,2016-12-26,53.9,ug m-3,R,2016,12
19169,CT6,NO2,2016-12-27,106.7,ug m-3,R,2016,12
19170,CT6,NO2,2016-12-28,114.7,ug m-3,R,2016,12
19171,CT6,NO2,2016-12-29,109.1,ug m-3,R,2016,12
19172,CT6,NO2,2016-12-30,90.2,ug m-3,R,2016,12
19173,CT6,NO2,2016-12-31,74.7,ug m-3,R,2016,12
19174,CT6,NO2,2017-01-01,57.4,ug m-3,R,2017,1
19175,CT6,NO2,2017-02-01,54.2,ug m-3,R,2017,2
19176,CT6,NO2,2017-03-01,85.8,ug m-3,R,2017,3
19177,CT6,NO2,2017-04-01,72.6,ug m-3,R,2017,4
19178,CT6,NO2,2017-05-01,114.7,ug m-3,R,2017,5
19179,CT6,NO2,2017-06-01,123.9,ug m-3,R,2017,6
19180,CT6,NO2,2017-07-01,77.4,ug m-3,R,2017,7
19181,CT6,NO2,2017-08-01,89.6,ug m-3,R,2017,8
19182,CT6,NO2,2017-09-01,100.7,ug m-3,R,2017,9
19183,CT6,NO2,2017-10-01,93.2,ug m-3,R,2017,10
19184,CT6,NO2,2017-11-01,72.9,ug m-3,R,2017,11
19185,CT6,NO2,2017-12-01,100.5,ug m-3,R,2017,12
19186,CT6,NO2,2017-01-13,75.1,ug m-3,R,2017,1
19187,CT6,NO2,2017-01-14,82.3,ug m-3,R,2017,1
19188,CT6,NO2,2017-01-15,78.8,ug m-3,R,2017,1
19189,CT6,NO2,2017-01-16,128.5,ug m-3,R,2017,1
19190,CT6,NO2,2017-01-17,139.2,ug m-3,R,2017,1
19191,CT6,NO2,2017-01-18,163.0,ug m-3,R,2017,1
19192,CT6,NO2,2017-01-19,134.10001,ug m-3,R,2017,1
19193,CT6,NO2,2017-01-20,132.8,ug m-3,R,2017,1
19194,CT6,NO2,2017-01-21,136.39999,ug m-3,R,2017,1
19195,CT6,NO2,2017-01-22,131.89999,ug m-3,R,2017,1
19196,CT6,NO2,2017-01-23,162.3,ug m-3,R,2017,1
19197,CT6,NO2,2017-01-24,150.60001,ug m-3,R,2017,1
19198,CT6,NO2,2017-01-25,146.5,ug m-3,R,2017,1
19199,CT6,NO2,2017-01-26,126.0,ug m-3,R,2017,1
19200,CT6,NO2,2017-01-27,128.39999,ug m-3,R,2017,1
19201,CT6,NO2,2017-01-28,116.1,ug m-3,R,2017,1
19202,CT6,NO2,2017-01-29,97.1,ug m-3,R,2017,1
19203,CT6,NO2,2017-01-30,100.0,ug m-3,R,2017,1
19204,CT6,NO2,2017-01-31,113.4,ug m-3,R,2017,1
19205,CT6,NO2,2017-01-02,114.6,ug m-3,R,2017,1
19206,CT6,NO2,2017-02-02,105.2,ug m-3,R,2017,2
19207,CT6,NO2,2017-03-02,111.8,ug m-3,R,2017,3
19208,CT6,NO2,2017-04-02,135.10001,ug m-3,R,2017,4
19209,CT6,NO2,2017-05-02,76.2,ug m-3,R,2017,5
19210,CT6,NO2,2017-06-02,137.89999,ug m-3,R,2017,6
19211,CT6,NO2,2017-07-02,122.2,ug m-3,R,2017,7
19212,CT6,NO2,2017-08-02,88.6,ug m-3,R,2017,8
19213,CT6,NO2,2017-09-02,111.3,ug m-3,R,2017,9
19214,CT6,NO2,2017-10-02,78.8,ug m-3,R,2017,10
19215,CT6,NO2,2017-11-02,69.8,ug m-3,R,2017,11
19216,CT6,NO2,2017-12-02,77.6,ug m-3,R,2017,12
19217,CT6,NO2,2017-02-13,124.5,ug m-3,R,2017,2
19218,CT6,NO2,2017-02-14,137.39999,ug m-3,R,2017,2
19219,CT6,NO2,2017-02-15,125.2,ug m-3,R,2017,2
19220,CT6,NO2,2017-02-16,119.1,ug m-3,R,2017,2
19221,CT6,NO2,2017-02-17,129.0,ug m-3,R,2017,2
19222,CT6,NO2,2017-02-18,108.4,ug m-3,R,2017,2
19223,CT6,NO2,2017-02-19,81.2,ug m-3,R,2017,2
19224,CT6,NO2,2017-02-20,81.1,ug m-3,R,2017,2
19225,CT6,NO2,2017-02-21,80.1,ug m-3,R,2017,2
19226,CT6,NO2,2017-02-22,79.9,ug m-3,R,2017,2
19227,CT6,NO2,2017-02-23,70.1,ug m-3,R,2017,2
19228,CT6,NO2,2017-02-24,107.9,ug m-3,R,2017,2
19229,CT6,NO2,2017-02-25,100.1,ug m-3,R,2017,2
19230,CT6,NO2,2017-02-26,72.9,ug m-3,R,2017,2
19231,CT6,NO2,2017-02-27,120.7,ug m-3,R,2017,2
19232,CT6,NO2,2017-02-28,103.3,ug m-3,R,2017,2
19233,CT6,NO2,2017-01-03,124.0,ug m-3,R,2017,1
19234,CT6,NO2,2017-02-03,100.6,ug m-3,R,2017,2
19235,CT6,NO2,2017-03-03,130.10001,ug m-3,R,2017,3
19236,CT6,NO2,2017-04-03,101.4,ug m-3,R,2017,4
19237,CT6,NO2,2017-05-03,80.5,ug m-3,R,2017,5
19238,CT6,NO2,2017-06-03,105.2,ug m-3,R,2017,6
19239,CT6,NO2,2017-07-03,126.9,ug m-3,R,2017,7
19240,CT6,NO2,2017-08-03,115.8,ug m-3,R,2017,8
19241,CT6,NO2,2017-09-03,95.7,ug m-3,R,2017,9
19242,CT6,NO2,2017-10-03,139.7,ug m-3,R,2017,10
19243,CT6,NO2,2017-11-03,109.5,ug m-3,R,2017,11
19244,CT6,NO2,2017-12-03,95.9,ug m-3,R,2017,12
19245,CT6,NO2,2017-03-13,103.8,ug m-3,R,2017,3
19246,CT6,NO2,2017-03-14,99.3,ug m-3,R,2017,3
19247,CT6,NO2,2017-03-15,130.89999,ug m-3,R,2017,3
19248,CT6,NO2,2017-03-16,115.6,ug m-3,R,2017,3
19249,CT6,NO2,2017-03-17,102.3,ug m-3,R,2017,3
19250,CT6,NO2,2017-03-18,64.3,ug m-3,R,2017,3
19251,CT6,NO2,2017-03-19,44.8,ug m-3,R,2017,3
19252,CT6,NO2,2017-03-20,103.0,ug m-3,R,2017,3
19253,CT6,NO2,2017-03-21,113.7,ug m-3,R,2017,3
19254,CT6,NO2,2017-03-22,164.2,ug m-3,R,2017,3
19255,CT6,NO2,2017-03-23,102.8,ug m-3,R,2017,3
19256,CT6,NO2,2017-03-24,115.0,ug m-3,R,2017,3
19257,CT6,NO2,2017-03-25,85.6,ug m-3,R,2017,3
19258,CT6,NO2,2017-03-26,92.6,ug m-3,R,2017,3
19259,CT6,NO2,2017-03-27,131.60001,ug m-3,R,2017,3
19260,CT6,NO2,2017-03-28,147.60001,ug m-3,R,2017,3
19261,CT6,NO2,2017-03-29,128.39999,ug m-3,R,2017,3
19262,CT6,NO2,2017-03-30,169.39999,ug m-3,R,2017,3
19263,CT6,NO2,2017-03-31,135.3,ug m-3,R,2017,3
19264,CT6,NO2,2017-01-04,129.10001,ug m-3,R,2017,1
19265,CT6,NO2,2017-02-04,80.1,ug m-3,R,2017,2
19266,CT6,NO2,2017-03-04,126.2,ug m-3,R,2017,3
19267,CT6,NO2,2017-04-04,71.0,ug m-3,R,2017,4
19268,CT6,NO2,2017-05-04,72.2,ug m-3,R,2017,5
19269,CT6,NO2,2017-06-04,122.1,ug m-3,R,2017,6
19270,CT6,NO2,2017-07-04,102.1,ug m-3,R,2017,7
19271,CT6,NO2,2017-08-04,137.10001,ug m-3,R,2017,8
19272,CT6,NO2,2017-09-04,95.2,ug m-3,R,2017,9
19273,CT6,NO2,2017-10-04,57.7,ug m-3,R,2017,10
19274,CT6,NO2,2017-11-04,95.7,ug m-3,R,2017,11
19275,CT6,NO2,2017-12-04,86.6,ug m-3,R,2017,12
19276,CT6,NO2,2017-04-13,83.0,ug m-3,R,2017,4
19277,CT6,NO2,2017-04-14,69.9,ug m-3,R,2017,4
19278,CT6,NO2,2017-04-15,47.2,ug m-3,R,2017,4
19279,CT6,NO2,2017-04-16,55.4,ug m-3,R,2017,4
19280,CT6,NO2,2017-04-17,54.9,ug m-3,R,2017,4
19281,CT6,NO2,2017-04-18,67.3,ug m-3,R,2017,4
19282,CT6,NO2,2017-04-19,136.39999,ug m-3,R,2017,4
19283,CT6,NO2,2017-04-20,117.8,ug m-3,R,2017,4
19284,CT6,NO2,2017-04-21,92.3,ug m-3,R,2017,4
19285,CT6,NO2,2017-04-22,85.1,ug m-3,R,2017,4
19286,CT6,NO2,2017-04-23,55.7,ug m-3,R,2017,4
19287,CT6,NO2,2017-04-24,93.4,ug m-3,R,2017,4
19288,CT6,NO2,2017-04-25,,ug m-3,R,2017,4
19289,CT6,NO2,2017-04-26,,ug m-3,R,2017,4
19290,CT6,NO2,2017-04-27,100.2,ug m-3,R,2017,4
19291,CT6,NO2,2017-04-28,99.7,ug m-3,R,2017,4
19292,CT6,NO2,2017-04-29,117.0,ug m-3,R,2017,4
19293,CT6,NO2,2017-04-30,103.4,ug m-3,R,2017,4
19294,CT6,NO2,2017-01-05,96.1,ug m-3,R,2017,1
19295,CT6,NO2,2017-02-05,81.7,ug m-3,R,2017,2
19296,CT6,NO2,2017-03-05,62.0,ug m-3,R,2017,3
19297,CT6,NO2,2017-04-05,73.3,ug m-3,R,2017,4
19298,CT6,NO2,2017-05-05,107.5,ug m-3,R,2017,5
19299,CT6,NO2,2017-06-05,61.9,ug m-3,R,2017,6
19300,CT6,NO2,2017-07-05,45.5,ug m-3,R,2017,7
19301,CT6,NO2,2017-08-05,55.6,ug m-3,R,2017,8
19302,CT6,NO2,2017-09-05,102.3,ug m-3,R,2017,9
19303,CT6,NO2,2017-10-05,133.5,ug m-3,R,2017,10
19304,CT6,NO2,2017-11-05,138.5,ug m-3,R,2017,11
19305,CT6,NO2,2017-12-05,103.8,ug m-3,R,2017,12
19306,CT6,NO2,2017-05-13,88.7,ug m-3,R,2017,5
19307,CT6,NO2,2017-05-14,64.4,ug m-3,R,2017,5
19308,CT6,NO2,2017-05-15,103.1,ug m-3,R,2017,5
19309,CT6,NO2,2017-05-16,82.7,ug m-3,R,2017,5
19310,CT6,NO2,2017-05-17,97.3,ug m-3,R,2017,5
19311,CT6,NO2,2017-05-18,100.4,ug m-3,R,2017,5
19312,CT6,NO2,2017-05-19,91.2,ug m-3,R,2017,5
19313,CT6,NO2,2017-05-20,85.7,ug m-3,R,2017,5
19314,CT6,NO2,2017-05-21,94.5,ug m-3,R,2017,5
19315,CT6,NO2,2017-05-22,129.39999,ug m-3,R,2017,5
19316,CT6,NO2,2017-05-23,92.9,ug m-3,R,2017,5
19317,CT6,NO2,2017-05-24,114.7,ug m-3,R,2017,5
19318,CT6,NO2,2017-05-25,137.8,ug m-3,R,2017,5
19319,CT6,NO2,2017-05-26,144.8,ug m-3,R,2017,5
19320,CT6,NO2,2017-05-27,105.1,ug m-3,R,2017,5
19321,CT6,NO2,2017-05-28,90.7,ug m-3,R,2017,5
19322,CT6,NO2,2017-05-29,78.3,ug m-3,R,2017,5
19323,CT6,NO2,2017-05-30,71.8,ug m-3,R,2017,5
19324,CT6,NO2,2017-05-31,95.8,ug m-3,R,2017,5
19325,CT6,NO2,2017-01-06,112.9,ug m-3,R,2017,1
19326,CT6,NO2,2017-02-06,130.0,ug m-3,R,2017,2
19327,CT6,NO2,2017-03-06,71.0,ug m-3,R,2017,3
19328,CT6,NO2,2017-04-06,17.3,ug m-3,R,2017,4
19329,CT6,NO2,2017-05-06,80.5,ug m-3,R,2017,5
19330,CT6,NO2,2017-06-06,57.1,ug m-3,R,2017,6
19331,CT6,NO2,2017-07-06,63.9,ug m-3,R,2017,7
19332,CT6,NO2,2017-08-06,,ug m-3,R,2017,8
19333,CT6,NO2,2017-09-06,,ug m-3,R,2017,9
19334,CT6,NO2,2017-10-06,78.2,ug m-3,R,2017,10
19335,CT6,NO2,2017-11-06,45.3,ug m-3,R,2017,11
19336,CT6,NO2,2017-12-06,71.0,ug m-3,R,2017,12
19337,CT6,NO2,2017-06-13,116.7,ug m-3,R,2017,6
19338,CT6,NO2,2017-06-14,149.89999,ug m-3,R,2017,6
19339,CT6,NO2,2017-06-15,97.7,ug m-3,R,2017,6
19340,CT6,NO2,2017-06-16,76.1,ug m-3,R,2017,6
19341,CT6,NO2,2017-06-17,95.6,ug m-3,R,2017,6
19342,CT6,NO2,2017-06-18,121.1,ug m-3,R,2017,6
19343,CT6,NO2,2017-06-19,163.39999,ug m-3,R,2017,6
19344,CT6,NO2,2017-06-20,153.7,ug m-3,R,2017,6
19345,CT6,NO2,2017-06-21,147.60001,ug m-3,R,2017,6
19346,CT6,NO2,2017-06-22,78.0,ug m-3,R,2017,6
19347,CT6,NO2,2017-06-23,78.3,ug m-3,R,2017,6
19348,CT6,NO2,2017-06-24,66.6,ug m-3,R,2017,6
19349,CT6,NO2,2017-06-25,49.0,ug m-3,R,2017,6
19350,CT6,NO2,2017-06-26,111.2,ug m-3,R,2017,6
19351,CT6,NO2,2017-06-27,138.5,ug m-3,R,2017,6
19352,CT6,NO2,2017-06-28,65.1,ug m-3,R,2017,6
19353,CT6,NO2,2017-06-29,112.3,ug m-3,R,2017,6
19354,CT6,NO2,2017-06-30,103.6,ug m-3,R,2017,6
19355,CT6,NO2,2017-01-07,67.8,ug m-3,R,2017,1
19356,CT6,NO2,2017-02-07,62.5,ug m-3,R,2017,2
19357,CT6,NO2,2017-03-07,80.6,ug m-3,R,2017,3
19358,CT6,NO2,2017-04-07,117.8,ug m-3,R,2017,4
19359,CT6,NO2,2017-05-07,134.39999,ug m-3,R,2017,5
19360,CT6,NO2,2017-06-07,167.39999,ug m-3,R,2017,6
19361,CT6,NO2,2017-07-07,110.9,ug m-3,R,2017,7
19362,CT6,NO2,2017-08-07,75.0,ug m-3,R,2017,8
19363,CT6,NO2,2017-09-07,129.60001,ug m-3,R,2017,9
19364,CT6,NO2,2017-10-07,93.0,ug m-3,R,2017,10
19365,CT6,NO2,2017-11-07,108.6,ug m-3,R,2017,11
19366,CT6,NO2,2017-12-07,68.9,ug m-3,R,2017,12
19367,CT6,NO2,2017-07-13,135.5,ug m-3,R,2017,7
19368,CT6,NO2,2017-07-14,74.2,ug m-3,R,2017,7
19369,CT6,NO2,2017-07-15,72.7,ug m-3,R,2017,7
19370,CT6,NO2,2017-07-16,47.5,ug m-3,R,2017,7
19371,CT6,NO2,2017-07-17,104.8,ug m-3,R,2017,7
19372,CT6,NO2,2017-07-18,135.89999,ug m-3,R,2017,7
19373,CT6,NO2,2017-07-19,107.7,ug m-3,R,2017,7
19374,CT6,NO2,2017-07-20,,ug m-3,R,2017,7
19375,CT6,NO2,2017-07-21,,ug m-3,R,2017,7
19376,CT6,NO2,2017-07-22,,ug m-3,R,2017,7
19377,CT6,NO2,2017-07-23,,ug m-3,R,2017,7
19378,CT6,NO2,2017-07-24,,ug m-3,R,2017,7
19379,CT6,NO2,2017-07-25,72.0,ug m-3,R,2017,7
19380,CT6,NO2,2017-07-26,74.2,ug m-3,R,2017,7
19381,CT6,NO2,2017-07-27,68.0,ug m-3,R,2017,7
19382,CT6,NO2,2017-07-28,62.3,ug m-3,R,2017,7
19383,CT6,NO2,2017-07-29,63.7,ug m-3,R,2017,7
19384,CT6,NO2,2017-07-30,37.2,ug m-3,R,2017,7
19385,CT6,NO2,2017-07-31,70.2,ug m-3,R,2017,7
19386,CT6,NO2,2017-01-08,74.5,ug m-3,R,2017,1
19387,CT6,NO2,2017-02-08,76.2,ug m-3,R,2017,2
19388,CT6,NO2,2017-03-08,59.8,ug m-3,R,2017,3
19389,CT6,NO2,2017-04-08,67.3,ug m-3,R,2017,4
19390,CT6,NO2,2017-05-08,63.2,ug m-3,R,2017,5
19391,CT6,NO2,2017-06-08,35.8,ug m-3,R,2017,6
19392,CT6,NO2,2017-07-08,88.2,ug m-3,R,2017,7
19393,CT6,NO2,2017-08-08,60.9,ug m-3,R,2017,8
19394,CT6,NO2,2017-09-08,51.0,ug m-3,R,2017,9
19395,CT6,NO2,2017-10-08,65.2,ug m-3,R,2017,10
19396,CT6,NO2,2017-11-08,79.7,ug m-3,R,2017,11
19397,CT6,NO2,2017-12-08,50.4,ug m-3,R,2017,12
19398,CT6,NO2,2017-08-13,64.2,ug m-3,R,2017,8
19399,CT6,NO2,2017-08-14,117.8,ug m-3,R,2017,8
19400,CT6,NO2,2017-08-15,81.2,ug m-3,R,2017,8
19401,CT6,NO2,2017-08-16,89.4,ug m-3,R,2017,8
19402,CT6,NO2,2017-08-17,73.0,ug m-3,R,2017,8
19403,CT6,NO2,2017-08-18,69.3,ug m-3,R,2017,8
19404,CT6,NO2,2017-08-19,52.4,ug m-3,R,2017,8
19405,CT6,NO2,2017-08-20,64.1,ug m-3,R,2017,8
19406,CT6,NO2,2017-08-21,97.8,ug m-3,R,2017,8
19407,CT6,NO2,2017-08-22,99.7,ug m-3,R,2017,8
19408,CT6,NO2,2017-08-23,80.6,ug m-3,R,2017,8
19409,CT6,NO2,2017-08-24,79.8,ug m-3,R,2017,8
19410,CT6,NO2,2017-08-25,116.0,ug m-3,R,2017,8
19411,CT6,NO2,2017-08-26,,ug m-3,R,2017,8
19412,CT6,NO2,2017-08-27,,ug m-3,R,2017,8
19413,CT6,NO2,2017-08-28,,ug m-3,R,2017,8
19414,CT6,NO2,2017-08-29,84.5,ug m-3,R,2017,8
19415,CT6,NO2,2017-08-30,67.0,ug m-3,R,2017,8
19416,CT6,NO2,2017-08-31,101.8,ug m-3,R,2017,8
19417,CT6,NO2,2017-01-09,83.0,ug m-3,R,2017,1
19418,CT6,NO2,2017-02-09,106.2,ug m-3,R,2017,2
19419,CT6,NO2,2017-03-09,84.6,ug m-3,R,2017,3
19420,CT6,NO2,2017-04-09,81.0,ug m-3,R,2017,4
19421,CT6,NO2,2017-05-09,71.3,ug m-3,R,2017,5
19422,CT6,NO2,2017-06-09,70.1,ug m-3,R,2017,6
19423,CT6,NO2,2017-07-09,83.6,ug m-3,R,2017,7
19424,CT6,NO2,2017-08-09,77.7,ug m-3,R,2017,8
19425,CT6,NO2,2017-09-09,67.9,ug m-3,R,2017,9
19426,CT6,NO2,2017-10-09,57.2,ug m-3,R,2017,10
19427,CT6,NO2,2017-11-09,66.9,ug m-3,R,2017,11
19428,CT6,NO2,2017-12-09,73.8,ug m-3,R,2017,12
19429,CT6,NO2,2017-09-13,55.7,ug m-3,R,2017,9
19430,CT6,NO2,2017-09-14,67.0,ug m-3,R,2017,9
19431,CT6,NO2,2017-09-15,70.5,ug m-3,R,2017,9
19432,CT6,NO2,2017-09-16,61.9,ug m-3,R,2017,9
19433,CT6,NO2,2017-09-17,54.4,ug m-3,R,2017,9
19434,CT6,NO2,2017-09-18,67.0,ug m-3,R,2017,9
19435,CT6,NO2,2017-09-19,89.6,ug m-3,R,2017,9
19436,CT6,NO2,2017-09-20,102.5,ug m-3,R,2017,9
19437,CT6,NO2,2017-09-21,102.6,ug m-3,R,2017,9
19438,CT6,NO2,2017-09-22,99.9,ug m-3,R,2017,9
19439,CT6,NO2,2017-09-23,98.8,ug m-3,R,2017,9
19440,CT6,NO2,2017-09-24,102.0,ug m-3,R,2017,9
19441,CT6,NO2,2017-09-25,114.7,ug m-3,R,2017,9
19442,CT6,NO2,2017-09-26,99.9,ug m-3,R,2017,9
19443,CT6,NO2,2017-09-27,113.7,ug m-3,R,2017,9
19444,CT6,NO2,2017-09-28,104.5,ug m-3,R,2017,9
19445,CT6,NO2,2017-09-29,99.3,ug m-3,R,2017,9
19446,CT6,NO2,2017-09-30,95.0,ug m-3,R,2017,9
19447,CT6,NO2,2017-01-10,64.7,ug m-3,R,2017,1
19448,CT6,NO2,2017-02-10,62.9,ug m-3,R,2017,2
19449,CT6,NO2,2017-03-10,79.6,ug m-3,R,2017,3
19450,CT6,NO2,2017-04-10,78.0,ug m-3,R,2017,4
19451,CT6,NO2,2017-05-10,61.7,ug m-3,R,2017,5
19452,CT6,NO2,2017-06-10,81.8,ug m-3,R,2017,6
19453,CT6,NO2,2017-07-10,72.2,ug m-3,R,2017,7
19454,CT6,NO2,2017-08-10,69.6,ug m-3,R,2017,8
19455,CT6,NO2,2017-09-10,97.1,ug m-3,R,2017,9
19456,CT6,NO2,2017-10-10,83.1,ug m-3,R,2017,10
19457,CT6,NO2,2017-11-10,73.9,ug m-3,R,2017,11
